Category,Score,World Rank,University Name
teaching,14.40,601-800,Fu Jen Catholic University
teaching,15.50,601-800,Gdańsk University of Technology
teaching,15.60,601-800,University of Ghana
teaching,25.40,601-800,Gifu University
teaching,17.10,601-800,Glasgow Caledonian University
teaching,15.70,601-800,University of Greenwich
teaching,21.00,601-800,Hacettepe University
teaching,17.40,601-800,University of Huddersfield
teaching,18.30,601-800,Hunan University
teaching,22.70,601-800,University of Ibadan
teaching,18.10,601-800,University of Indonesia
teaching,20.70,601-800,Inha University
teaching,12.80,601-800,I-Shou University
teaching,26.00,601-800,Istanbul University
teaching,24.00,601-800,Jagiellonian University
teaching,28.20,601-800,Jilin University
teaching,19.00,601-800,University of Jordan
teaching,16.40,601-800,Jordan University of Science and Technology
teaching,32.30,601-800,Juntendo University
teaching,20.90,601-800,K.N. Toosi University of Technology
teaching,20.60,601-800,Kaohsiung Medical University
teaching,18.20,601-800,Khon Kaen University
teaching,18.20,601-800,King Mongkut’s University of Technology Thonburi
teaching,16.90,601-800,Kingston University
teaching,18.50,601-800,Kinki University
teaching,27.80,601-800,Kobe University
teaching,20.00,601-800,Konkuk University
teaching,23.40,601-800,Kumamoto University
teaching,21.10,601-800,Kyungpook National University
teaching,19.40,601-800,Kyushu Institute of Technology
teaching,22.60,601-800,University of Latvia
teaching,20.00,601-800,Lille 1 University – Science and Technology
teaching,17.90,601-800,University of Lincoln
teaching,24.90,601-800,University of Ljubljana
teaching,17.40,601-800,University of Marrakech Cadi Ayyad
teaching,19.20,601-800,Miami University
teaching,18.50,601-800,Middlesex University
teaching,34.30,601-800,Moscow Institute of Physics and Technology
teaching,19.30,601-800,University of Murcia
teaching,22.80,601-800,Nagasaki University
teaching,13.70,601-800,University of Nairobi
teaching,18.40,601-800,National Chengchi University
teaching,21.30,601-800,National Chung Cheng University
teaching,20.20,601-800,National Chung Hsing University
teaching,17.80,601-800,National Taipei University of Technology
teaching,18.10,601-800,National Taiwan Ocean University
teaching,16.00,601-800,National University of Córdoba
teaching,24.80,601-800,National University of Science and Technology (MISiS)
teaching,21.40,601-800,National University of Sciences and Technology
teaching,21.90,601-800,Niigata University
teaching,17.70,601-800,Northumbria University
teaching,23.40,601-800,Northwestern Polytechnical University
teaching,16.50,601-800,Nottingham Trent University
teaching,18.10,601-800,Oakland University
teaching,18.90,601-800,Ocean University of China
teaching,25.00,601-800,Ohio University
teaching,24.30,601-800,Okayama University
teaching,21.60,601-800,Osaka Prefecture University
teaching,15.90,601-800,University of Pardubice
teaching,17.50,601-800,University of Paris North – Paris 13
teaching,31.10,601-800,Paris-Sorbonne University – Paris 4
teaching,18.50,601-800,University of Patras
teaching,19.70,601-800,University of Pécs
teaching,20.30,601-800,Polytechnic University of Valencia
teaching,18.40,601-800,Pontifical Catholic University of Paraná
teaching,21.10,601-800,Pontifical Catholic University of Rio Grande do Sul (PUCRS)
teaching,18.40,601-800,Pontifical Catholic University of Valparaíso
teaching,15.30,601-800,Prince of Songkla University
teaching,10.00,601-800,Qatar University
teaching,21.70,601-800,Rio de Janeiro State University (UERJ)
teaching,17.40,601-800,Rochester Institute of Technology
teaching,18.60,601-800,Saitama University
teaching,20.80,601-800,University of Salford
teaching,17.60,601-800,"University of Santiago, Chile (USACH)"
teaching,28.00,601-800,São Paulo State University (UNESP)
teaching,38.30,601-800,Savitribai Phule Pune University
teaching,25.10,601-800,University of Science and Technology Beijing
teaching,18.90,601-800,Sejong University
teaching,22.80,601-800,University of Seoul
teaching,20.50,601-800,Shahid Beheshti University
teaching,19.10,601-800,Shanghai University
teaching,17.60,601-800,Shantou University
teaching,17.30,601-800,Sheffield Hallam University
teaching,20.80,601-800,Shinshu University
teaching,28.50,601-800,Showa University
teaching,25.00,601-800,Sichuan University
teaching,17.70,601-800,University of Silesia in Katowice
teaching,23.30,601-800,Slovak University of Technology in Bratislava
teaching,21.50,601-800,Sogang University
teaching,22.00,601-800,Sophia University
teaching,18.40,601-800,University of South Africa
teaching,21.90,601-800,Southern Federal University
teaching,21.00,601-800,University of Southern Mississippi
teaching,18.40,601-800,University of Southern Queensland
teaching,22.60,601-800,Suez Canal University
teaching,21.30,601-800,Sultan Qaboos University
teaching,21.10,601-800,Suranaree University of Technology
teaching,20.00,601-800,University of Szeged
teaching,25.70,601-800,Taipei Medical University
teaching,27.90,601-800,Taras Shevchenko National University of Kyiv
teaching,21.80,601-800,Technical University of Madrid
teaching,26.10,601-800,University of Tehran
teaching,18.60,601-800,University of Texas at El Paso
teaching,27.90,601-800,Texas Tech University
teaching,17.90,601-800,Tokai University
teaching,25.30,601-800,Tokushima University
teaching,27.90,601-800,Tokyo University of Marine Science and Technology
teaching,23.00,601-800,Tokyo University of Science
teaching,34.80,601-800,Tomsk State University
teaching,24.30,601-800,Tottori University
teaching,22.00,601-800,Toyohashi University of Technology
teaching,24.30,601-800,Universiti Kebangsaan Malaysia
teaching,25.30,601-800,Universiti Putra Malaysia
teaching,26.90,601-800,Universiti Sains Malaysia
teaching,15.20,601-800,Universiti Teknologi MARA
teaching,24.80,601-800,Ural Federal University
teaching,21.70,601-800,V.N. Karazin Kharkiv National University
teaching,18.40,601-800,University of Vigo
teaching,18.30,601-800,Vilnius University
teaching,19.40,601-800,Warsaw University of Technology
teaching,23.60,601-800,Waseda University
teaching,16.30,601-800,University of West Bohemia
teaching,16.90,601-800,University of the West of England
teaching,16.10,601-800,West University of Timişoara
teaching,17.30,601-800,University of Westminster
teaching,17.90,601-800,Xidian University
teaching,18.60,601-800,Yeungnam University
teaching,14.50,601-800,Yıldız Technical University
teaching,24.00,601-800,Yokohama City University
teaching,20.10,601-800,Yokohama National University
teaching,16.20,601-800,Yuan Ze University
citations,99.80,1,California Institute of Technology
citations,98.80,2,University of Oxford
citations,99.90,3,Stanford University
citations,97.00,4,University of Cambridge
citations,99.70,5,Massachusetts Institute of Technology
citations,99.80,6,Harvard University
citations,99.30,7,Princeton University
citations,96.70,8,Imperial College London
citations,91.10,9,ETH Zurich – Swiss Federal Institute of Technology Zurich
citations,99.20,10,University of Chicago
citations,98.20,11,Johns Hopkins University
citations,97.20,12,Yale University
citations,99.70,13,"University of California, Berkeley"
citations,94.20,14,University College London
citations,98.10,15,Columbia University
citations,98.50,16,"University of California, Los Angeles"
citations,98.60,17,University of Pennsylvania
citations,97.20,18,Cornell University
citations,90.90,19,University of Toronto
citations,99.00,20,Duke University
citations,94.40,21,University of Michigan
citations,99.10,22,Carnegie Mellon University
citations,94.30,23,London School of Economics and Political Science
citations,96.30,24,University of Edinburgh
citations,96.50,25,Northwestern University
citations,79.40,26,National University of Singapore
citations,93.80,27,King’s College London
citations,92.20,28,Karolinska Institute
citations,85.70,29,LMU Munich
citations,95.30,30,New York University
citations,94.60,31,École Polytechnique Fédérale de Lausanne
citations,98.60,32,University of Washington
citations,86.60,33,University of Melbourne
citations,91.50,34,University of British Columbia
citations,87.30,35,KU Leuven
citations,86.80,36,University of Illinois at Urbana-Champaign
citations,88.20,37,Heidelberg University
citations,78.90,38,McGill University
citations,98.70,39,"University of California, San Diego"
citations,99.20,39,"University of California, Santa Barbara"
citations,86.00,41,Georgia Institute of Technology
citations,69.10,42,Peking University
citations,60.90,43,University of Tokyo
citations,84.30,44,"University of California, Davis"
citations,70.10,44,University of Hong Kong
citations,92.20,46,University of Texas at Austin
citations,58.80,47,Tsinghua University
citations,87.80,47,Wageningen University and Research Center
citations,73.60,49,Humboldt University of Berlin
citations,86.60,50,University of Wisconsin-Madison
citations,96.40,51,Brown University
citations,72.30,52,Australian National University
citations,80.10,53,Technical University of Munich
citations,87.10,54,École Normale Supérieure
citations,85.60,55,Nanyang Technological University
citations,77.30,56,University of Manchester
citations,77.50,56,University of Sydney
citations,87.40,58,University of Amsterdam
citations,82.60,59,Hong Kong University of Science and Technology
citations,82.40,60,The University of Queensland
citations,99.20,60,Washington University in St Louis
citations,88.10,62,Utrecht University
citations,95.90,63,University of North Carolina at Chapel Hill
citations,97.70,64,Boston University
citations,61.50,65,Delft University of Technology
citations,88.00,65,University of Minnesota
citations,85.20,67,Leiden University
citations,93.00,68,University of Southern California
citations,91.20,69,University of Bristol
citations,87.70,70,Durham University
citations,95.60,71,Erasmus University Rotterdam
citations,60.20,72,Free University of Berlin
citations,73.30,73,Monash University
citations,84.00,74,University of Groningen
citations,80.50,75,Pennsylvania State University
citations,92.30,76,University of Glasgow
citations,82.10,76,University of Helsinki
citations,79.30,78,University of Tübingen
citations,92.30,79,University of Pittsburgh
citations,78.20,80,University of Warwick
citations,80.90,81,Uppsala University
citations,86.20,82,University of Copenhagen
citations,82.10,82,University of New South Wales
citations,80.50,84,University of Freiburg
citations,50.00,85,Seoul National University
citations,78.80,86,University of St Andrews
citations,95.70,87,Vanderbilt University
citations,46.60,88,Kyoto University
citations,82.70,88,Maastricht University
citations,96.70,90,Emory University
citations,81.30,90,Lund University
citations,83.20,90,Ohio State University
citations,94.30,93,University of Exeter
citations,85.30,94,University of Bonn
citations,82.50,94,Georgetown University
citations,84.90,94,McMaster University
citations,80.10,97,University of Sheffield
citations,93.30,98,Queen Mary University of London
citations,72.70,99,University of Göttingen
citations,76.80,99,Michigan State University
citations,88.30,101,University of Basel
citations,64.70,101,École Polytechnique
citations,99.70,101,Rice University
citations,93.30,104,Dartmouth College
citations,85.40,104,University of Zurich
citations,79.80,106,Aarhus University
citations,91.60,106,"University of California, Irvine"
citations,86.90,106,University of Mannheim
citations,81.70,108,University of Notre Dame
